,TEST_SECTION_ID,SENTENCE_ID,PARTICIPANT_ID,USER_INPUT,INPUT_TIME,EDIT_DISTANCE,ERROR_RATE,WPM,INPUT_LENGTH,ERROR_LEN,POTENTIAL_WPM,POTENTIAL_LENGTH,DEVICE,TS_IKI,TS_KPD,TS_BSP,TS_ECPC,TS_UILEN,TS_KS,TS_KSPC,N_SWYP,N_PRED,N_AUTO,PR_SWYP,PR_PRED,PR_AUTO,TS_NUM_WORDS
204717,619696,77,117724,But I hope to see you at kari' house.,31012,2.0,5.26315789473684,13.9300915774539,36.0,38,19.5969559395107,50.0,mobile,146.294117647059,7.745098039,0.0,0.0,37.0,51.0,1.378378378,0,0,0,0,0,0,9.0
204720,619703,177,117724,Lynn checked with Fran and she told her coordinator.,28180,0.0,0.0,21.7175301632363,51.0,52,25.5475769494461,59.0,mobile,92.2666666666667,7.783333333,0.0,0.0,52.0,60.0,1.153846153,0,0,0,0,0,0,9.0
204738,620157,135,117813,"I am on a plane, sorry.",11955,0.0,0.0,22.0828105395232,22.0,23,26.5647011471121,22.0,mobile,68.24,22.2,1.0,0.0454545454545455,23.0,25.0,1.086956521,0,0,0,0,0,0,6.0
204740,620161,583,117813,Let me know if you can’t open it.,12577,1.0,3.03030303030303,30.5319233521508,32.0,33,32.4324324324324,32.0,mobile,145.69696969697,22.333333333,0.0,0.0,33.0,33.0,1.0,0,0,0,0,0,0,9.0
204746,620175,634,117813,He is recovering from a sprained foot.,12223,0.0,0.0,36.3249611388366,37.0,38,38.6759581881533,37.0,mobile,88.1578947368421,19.552631578,0.0,0.0,38.0,38.0,1.0,0,0,0,0,0,0,7.0
204749,620193,1156,117813,The wind was strong and gusting.,11947,0.0,0.0,31.1375240646187,31.0,32,32.8767123287671,31.0,mobile,96.6875,19.75,0.0,0.0,32.0,32.0,1.0,0,0,0,0,0,0,6.0
204751,620200,351,117813,It’s kind of fun to see the old rivalry back again .,25093,5.0,9.61538461538462,24.3892719085004,51.0,52,26.7260579064588,3.0,mobile,83.8518518518519,22.092592592,1.0,0.0196078431372549,52.0,54.0,1.038461538,0,0,0,0,0,0,12.0
204753,620209,611,117813,"Also, please look at Howell for Oct 2001.",20948,1.0,2.38095238095238,22.9138819935077,40.0,42,23.9497056182018,40.0,mobile,124.560975609756,22.097560975,0.0,0.0,41.0,41.0,1.0,0,0,0,0,0,0,8.0
204754,620216,1061,117813,Your voice cheered me up.,9029,0.0,0.0,31.8972200686676,24.0,25,33.7790288529205,24.0,mobile,92.04,20.12,0.0,0.0,25.0,25.0,1.0,0,0,0,0,0,0,5.0
204755,620219,37,117813,Check with Vince Strohmeyer.,17222,0.0,0.0,18.8131459760771,27.0,28,19.5628547276899,27.0,mobile,107.964285714286,23.571428571,0.0,0.0,28.0,28.0,1.0,0,0,0,0,0,0,4.0
204756,620224,164,117813,Don’t know how that happened.,12001,1.0,3.44827586206897,27.9976668610949,28.0,29,27.4756725815684,4.0,mobile,92.0909090909091,22.333333333,2.0,0.0714285714285714,29.0,33.0,1.137931034,0,0,0,0,0,0,6.0
204757,620227,813,117813,I will follow up with him as soon as the dust settles.,18682,0.0,0.0,34.0434642971845,53.0,54,39.1083300743058,25.0,mobile,153.758620689655,18.413793103,2.0,0.0377358490566038,54.0,58.0,1.074074074,0,0,0,0,0,0,12.0
204758,620232,1448,117813,The military refuses to lower power and restore democracy by May 21.,39625,4.0,5.88235294117647,20.2902208201893,67.0,68,36.4741641337386,7.0,mobile,245.847222222222,21.861111111,2.0,0.0298507462686567,68.0,72.0,1.058823529,0,0,0,0,0,0,12.0
204984,620995,1369,117952,We want a little May madness of our own.,8964,0.0,0.0,52.2088353413655,39.0,40,72.2477064220184,21.0,mobile,174.583333333333,26.75,4.0,0.102564102564103,40.0,48.0,1.2,0,0,0,0,0,0,9.0
204985,620998,63,117952,Can you get me the Calger letter done?,6746,0.0,0.0,65.8167803142603,37.0,38,75.3308449270445,37.0,mobile,135.736842105263,22.421052631,0.0,0.0,38.0,38.0,1.0,0,0,0,0,0,0,8.0
204986,620999,801,117952,Get with David Lund.,6121,0.0,0.0,37.2488155530142,19.0,20,74.4186046511628,16.0,mobile,222.833333333333,26.233333333,5.0,0.263157894736842,20.0,30.0,1.5,0,0,0,0,0,0,4.0
204987,621000,1439,117952,Wang urged the international community not to forget the prisoners.,11617,0.0,0.0,68.1759490401997,66.0,67,84.4529750479846,22.0,mobile,143.712328767123,24.219178082,3.0,0.0454545454545455,67.0,73.0,1.089552238,0,0,0,0,0,0,10.0
204988,621003,1258,117952,Many earlier ceasefire accords have been broken.,11948,0.0,0.0,47.2045530632742,47.0,48,76.8922707248699,16.0,mobile,161.275862068966,22.98275862,5.0,0.106382978723404,48.0,58.0,1.208333333,0,0,0,0,0,0,7.0
204989,621004,423,117952,Mike got himself a bamboo needle.,4845,0.0,0.0,79.2569659442725,32.0,33,94.1176470588235,32.0,mobile,142.666666666667,23.181818181,0.0,0.0,33.0,33.0,1.0,0,0,0,0,0,0,6.0
204990,621005,604,117952,Did you ever hear anything?,4294,0.0,0.0,72.6595249184909,26.0,27,84.051724137931,26.0,mobile,222.444444444444,21.555555555,0.0,0.0,27.0,27.0,1.0,0,0,0,0,0,0,5.0
204991,621007,473,117952,I'll take up my problem with weak Scott H.,8824,0.0,0.0,55.757026291931105,41.0,42,62.9800307219662,41.0,mobile,153.714285714286,24.095238095,0.0,0.0,42.0,42.0,1.0,0,0,0,0,0,0,10.0
204992,621008,80,117952,Thus have nothing to destroy.,6430,0.0,0.0,52.2550544323484,28.0,29,104.153750774954,14.0,mobile,169.974358974359,22.205128205,5.0,0.178571428571429,29.0,39.0,1.344827586,0,0,0,0,0,0,5.0
204993,621009,1502,117952,The Japanese justice ministry refused Maradona a visa.,11850,0.0,0.0,53.6708860759494,53.0,54,79.8626019750966,31.0,mobile,159.84375,24.78125,5.0,0.0943396226415094,54.0,64.0,1.185185185,0,0,0,0,0,0,8.0
204994,621011,1441,117952,There were frequent electricity and water shortages.,9287,0.0,0.0,65.8985678905998,51.0,52,75.9694012134002,48.0,mobile,139.0,20.981481481,1.0,0.0196078431372549,52.0,54.0,1.038461538,0,0,0,0,0,0,7.0
204995,621013,313,117952,It would be wise to keep him inactive until he is effective in a game.,10379,0.0,0.0,79.7764717217458,69.0,70,94.5961384668114,69.0,mobile,125.6,23.228571428,0.0,0.0,70.0,70.0,1.0,0,0,0,0,0,0,15.0
204996,621014,130,117952,I am unavailable for the 1PM meeting,8182,1.0,2.7027027027027,51.3321926179418,35.0,37,78.2543265613243,26.0,mobile,208.868421052632,23.763157894,1.0,0.0285714285714286,36.0,38.0,1.055555555,0,0,0,0,0,0,7.0
204997,621015,688,117952,Newly-signed Tony Simmons might work as the third receiver,12097,1.0,1.69491525423729,56.5429445317021,57.0,59,52.6957794584045,18.0,mobile,171.0625,25.328125,3.0,0.0526315789473684,58.0,64.0,1.103448275,0,0,0,0,0,0,10.0
204998,621019,915,117952,I will be thinking of you,3309,1.0,3.84615384615385,87.0353581142339,24.0,26,104.879825200291,24.0,mobile,92.44,22.52,0.0,0.0,25.0,25.0,1.0,0,0,0,0,0,0,6.0
205164,621848,1050,118084,I would expect an answer ASAP,11907,1.0,3.33333333333333,28.2186948853616,28.0,30,38.6355725722242,37.0,mobile,79.8157894736842,10.921052631,0.0,0.0,29.0,38.0,1.310344827,0,0,0,0,0,0,6.0
205165,621852,1208,118084,ITT owns the Sheraton hotel chain,18943,1.0,2.94117647058824,20.9048197223249,33.0,34,24.2112986060161,11.0,mobile,114.125,10.958333333,2.0,0.0606060606060606,33.0,48.0,1.454545454,0,0,0,0,0,0,6.0
205167,621858,766,118084,Don't expect Sabders to play anytime soon.,19949,1.0,2.38095238095238,25.2644242819189,42.0,42,32.5303053552248,53.0,mobile,198.981481481482,7.37037037,0.0,0.0,42.0,54.0,1.285714285,0,0,0,0,0,0,8.0
205168,621863,841,118084,I will bring John Brindle,15275,1.0,3.84615384615385,19.6399345335516,25.0,26,30.085377422415,37.0,mobile,213.0,13.605263157,0.0,0.0,25.0,38.0,1.52,0,0,0,0,0,0,5.0
205171,621875,442,118084,He agrees that they are not showing the correct equation.,21440,0.0,0.0,31.9029850746269,57.0,57,38.8349514563107,68.0,mobile,114.391304347826,6.20289855,0.0,0.0,57.0,69.0,1.210526315,0,0,0,0,0,0,10.0
205174,621882,16,118084,"I meant to try and explain , not to redo",22057,2.0,5.0,21.761798975382,40.0,40,28.1405186683833,51.0,mobile,104.076923076923,5.942307692,0.0,0.0,40.0,52.0,1.3,0,0,0,0,0,0,9.0
205176,621887,896,118084,I agreed terms with Greg.,20002,0.0,0.0,14.998500149985,25.0,25,27.5516593613024,22.0,mobile,103.36170212766,11.063829787,3.0,0.12,25.0,47.0,1.88,0,0,0,0,0,0,5.0
205178,621891,1029,118084,We just need a sitter.,9536,0.0,0.0,27.6845637583893,22.0,22,36.1718161266014,28.0,mobile,109.551724137931,8.517241379,0.0,0.0,22.0,29.0,1.318181818,0,0,0,0,0,0,5.0
205180,621895,931,118084,We need to talk about this month.,14570,0.0,0.0,27.1791352093342,33.0,33,37.9320033717336,45.0,mobile,153.152173913043,7.260869565,0.0,0.0,33.0,46.0,1.393939393,0,0,0,0,0,0,7.0
205182,621900,85,118084,My o ly constraint is Chad's soccer game at noon.,24111,1.0,2.04081632653061,24.3872091576459,49.0,49,32.7966861681684,64.0,mobile,70.2769230769231,10.676923076,0.0,0.0,49.0,65.0,1.326530612,0,0,0,0,0,0,11.0
205184,621904,991,118084,I am sorry yoy had to come in.,13768,1.0,3.33333333333333,26.1475886112725,30.0,30,36.6071428571429,41.0,mobile,185.380952380952,7.809523809,0.0,0.0,30.0,42.0,1.4,0,0,0,0,0,0,8.0
205186,621909,1046,118084,What do you hear?,7595,0.0,0.0,26.8597761685319,17.0,17,35.7772055834124,22.0,mobile,122.217391304348,9.391304347,0.0,0.0,17.0,23.0,1.352941176,0,0,0,0,0,0,4.0
206967,627485,1473,118931,But both reports were denied by the southern leadership,17830,1.0,1.78571428571429,36.3432417274257,54.0,56,20.3389830508475,1.0,mobile,94.7894736842105,17.070175438,1.0,0.0185185185185185,55.0,57.0,1.036363636,0,0,0,0,0,0,9.0
206969,627490,1359,118931,US ships will also lead a second task force.,15760,0.0,0.0,32.741116751269,43.0,44,43.3536813255263,29.0,mobile,119.92,15.34,3.0,0.0697674418604651,44.0,50.0,1.136363636,0,0,0,0,0,0,9.0
206972,627497,1285,118931,"This is normal, they always do this.",9281,0.0,0.0,45.2537442085982,35.0,36,48.3091787439614,35.0,mobile,54.0277777777778,16.305555555,0.0,0.0,36.0,36.0,1.0,0,0,0,0,0,0,7.0
206978,627508,128,118931,I didn’t hear from Ginger this week.,16748,1.0,2.77777777777778,25.0776212085025,35.0,36,27.5862068965517,18.0,mobile,68.6666666666667,17.642857142,3.0,0.0857142857142857,36.0,42.0,1.166666666,0,0,0,0,0,0,8.0
206981,627514,281,118931,I encourage each of you to attend or tune in tomorrow.,16095,0.0,0.0,39.515377446411904,53.0,54,41.7706554577696,53.0,mobile,71.3888888888889,16.092592592,0.0,0.0,54.0,54.0,1.0,0,0,0,0,0,0,11.0
206984,627520,1039,118931,Thanks for the quick turnaround.,8225,0.0,0.0,45.2279635258359,31.0,32,48.4059856864021,31.0,mobile,38.125,16.875,0.0,0.0,32.0,32.0,1.0,0,0,0,0,0,0,5.0
206991,627531,146,118931,But I believe answer will be yes.,12028,0.0,0.0,31.9255071499834,32.0,33,33.4873986221331,32.0,mobile,64.8484848484848,17.0,0.0,0.0,33.0,33.0,1.0,0,0,0,0,0,0,7.0
206995,627540,813,118931,I will follow up with him as soon as the dust settles.,13592,0.0,0.0,46.7922307239553,53.0,54,49.7574714442184,53.0,mobile,61.037037037037,15.0,0.0,0.0,54.0,54.0,1.0,0,0,0,0,0,0,12.0
206998,627546,40,118931,It will all be public someday.,7828,0.0,0.0,44.4557996934083,29.0,30,46.976241900648,29.0,mobile,68.4333333333333,14.0,0.0,0.0,30.0,30.0,1.0,0,0,0,0,0,0,6.0
207002,627553,261,118931,I’ll email her later tonight.,10191,1.0,3.44827586206897,32.9702678834266,28.0,29,34.6999896726221,28.0,mobile,43.7586206896552,17.517241379,0.0,0.0,29.0,29.0,1.0,0,0,0,0,0,0,6.0
207004,627557,345,118931,I think that will help.,5527,0.0,0.0,47.7655147457934,22.0,23,51.0835913312694,22.0,mobile,56.304347826087,15.608695652,0.0,0.0,23.0,23.0,1.0,0,0,0,0,0,0,5.0
207007,627562,617,118931,It was the best dinner table conversation we’ve had in a long time.,23200,1.0,1.49253731343284,34.1379310344828,66.0,67,43.4677614102874,30.0,mobile,84.8533333333333,15.28,4.0,0.0606060606060606,67.0,75.0,1.119402985,0,0,0,0,0,0,14.0
207023,627616,974,118949,On my way back.,2468,0.0,0.0,68.0713128038898,14.0,15,70.5585888282234,14.0,mobile,70.7333333333333,5.8,0.0,0.0,15.0,15.0,1.0,0,0,0,0,0,0,4.0
207024,627618,1020,118949,Call me to give me a heads up.,6657,0.0,0.0,52.2757999098693,29.0,30,57.446808510638306,18.0,mobile,62.4117647058824,5.970588235,2.0,0.0689655172413793,30.0,34.0,1.133333333,0,0,0,0,0,0,8.0
207025,627619,83,118949,Still hustling to fi d dollars for the quarter.,9324,5.0,9.80392156862745,59.2020592020592,46.0,51,60.9809986743261,46.0,mobile,81.4893617021277,5.787234042,0.0,0.0,47.0,47.0,1.0,0,0,0,0,0,0,9.0
207027,627624,1193,118949,"The four-city tour continues Friday in Kansas City, Missouri.",20136,0.0,0.0,35.7568533969011,60.0,61,46.6381655654878,10.0,mobile,76.8289473684211,12.407894736,5.0,0.0833333333333333,61.0,76.0,1.245901639,0,0,0,0,0,0,10.0
207030,627630,328,118949,"John is out today, but will be back in the office tomorrow.",22823,0.0,0.0,30.4955527318933,58.0,59,38.6704723321978,35.0,mobile,71.4155844155844,6.103896103,9.0,0.155172413793103,59.0,77.0,1.305084745,0,0,0,0,0,0,12.0
207031,627636,305,118949,Please accept my apology.,5011,0.0,0.0,57.4735581720216,24.0,25,70.4304080491895,21.0,mobile,63.962962962963,5.666666666,1.0,0.0416666666666667,25.0,27.0,1.08,0,0,0,0,0,0,4.0
207032,627638,1363,118949,The film will be show  for the first time.,7415,1.0,2.38095238095238,66.3519892110587,41.0,42,68.6479698618669,41.0,mobile,96.9761904761905,5.904761904,0.0,0.0,42.0,42.0,1.0,0,0,0,0,0,0,9.0
207035,627645,1310,118949,Let us not invite unnecessery irrants to this relationship.,13991,3.0,4.91803278688525,49.7462654563648,58.0,61,56.1272217025257,15.0,mobile,66.5079365079365,5.92063492,2.0,0.0344827586206897,59.0,63.0,1.06779661,0,0,0,0,0,0,9.0
207036,627648,281,118949,I encourage each of you to attend or tu e in tomorrow.,13205,1.0,1.85185185185185,48.163574403635,53.0,54,49.3827160493827,53.0,mobile,99.8333333333333,6.037037037,0.0,0.0,54.0,54.0,1.0,0,0,0,0,0,0,12.0
207039,627654,171,118949,Let's leave it until we get going,13402,1.0,2.94117647058824,28.6524399343382,32.0,34,71.5137067938021,10.0,mobile,76.3469387755102,5.857142857,8.0,0.25,33.0,49.0,1.484848484,0,0,0,0,0,0,8.0
207042,627660,130,118949,I am unavailable for the 1PM meeting.,11190,0.0,0.0,38.6058981233244,36.0,37,45.3302071121532,29.0,mobile,62.9777777777778,13.822222222,2.0,0.0555555555555556,37.0,45.0,1.216216216,0,0,0,0,0,0,7.0
207043,627663,388,118949,Let's think out of the box.,6177,0.0,0.0,50.5099562894609,26.0,27,51.8444666001994,26.0,mobile,71.7777777777778,5.888888888,0.0,0.0,27.0,27.0,1.0,0,0,0,0,0,0,7.0
207044,627666,525,118949,"Then we lit our candles and just stood thwre silently, hding them",17478,4.0,5.88235294117647,43.9409543426021,64.0,68,40.9401061410159,18.0,mobile,80.5733333333333,5.986666666,5.0,0.078125,65.0,75.0,1.153846153,0,0,0,0,0,0,12.0
207046,627672,15,118949,I havr rates and capability utilization information ready.,16281,4.0,6.89655172413793,42.012161415146494,57.0,58,58.42259006815969,5.0,mobile,95.8088235294118,5.823529411,5.0,0.087719298245614,58.0,68.0,1.172413793,0,0,0,0,0,0,8.0
207047,627676,1343,118949,The single between the two versions is the treatment of foreign bamks.,21963,1.0,1.42857142857143,37.699767791285296,69.0,70,52.2151898734177,22.0,mobile,98.5,6.038461538,4.0,0.0579710144927536,70.0,78.0,1.114285714,0,0,0,0,0,0,12.0
207939,630062,68,119191,I think Tim wants to move quickly.,10060,0.0,0.0,39.3638170974155,33.0,34,41.8427726120034,33.0,mobile,39.2941176470588,17.529411764,0.0,0.0,34.0,34.0,1.0,0,0,0,0,0,0,7.0
207942,630079,213,119191,We will keep trying.,4622,0.0,0.0,49.3292946776287,19.0,20,52.8266913809082,19.0,mobile,39.65,15.3,0.0,0.0,20.0,20.0,1.0,0,0,0,0,0,0,4.0
207944,630083,69,119191,Presuming we can afford headcount?,10100,0.0,0.0,39.2079207920792,33.0,34,36.935704514363906,9.0,mobile,56.38888888888889,16.638888888,1.0,0.0303030303030303,34.0,36.0,1.058823529,0,0,0,0,0,0,5.0
207945,630088,534,119191,"Genaro, we have fixed the pricing in our system.",14146,0.0,0.0,39.8699278948113,47.0,48,42.2218895044168,47.0,mobile,51.25,16.416666666,0.0,0.0,48.0,48.0,1.0,0,0,0,0,0,0,9.0
207947,630093,1013,119191,Where do you want to meet to walk over there?,14057,0.0,0.0,37.5613573308672,44.0,45,57.7580747308423,38.0,mobile,73.9272727272727,15.472727272,5.0,0.113636363636364,45.0,55.0,1.222222222,0,0,0,0,0,0,10.0
207948,630098,427,119191,His return date is unclear.,6645,0.0,0.0,46.9525959367946,26.0,27,50.2172863351038,26.0,mobile,81.962962962963,16.0,0.0,0.0,27.0,27.0,1.0,0,0,0,0,0,0,5.0
207949,630100,1114,119191,Why do you ask?,3152,0.0,0.0,53.2994923857868,14.0,15,56.9491525423729,14.0,mobile,74.9333333333333,13.466666666,0.0,0.0,15.0,15.0,1.0,0,0,0,0,0,0,4.0
207950,630103,167,119191,I am now officially a Blackberry addict.,10578,0.0,0.0,44.2427680090754,39.0,40,47.1869328493648,39.0,mobile,107.1,16.5,0.0,0.0,40.0,40.0,1.0,0,0,0,0,0,0,7.0
207952,630106,323,119191,I think Citation should be good now.,9331,0.0,0.0,45.0112528132033,35.0,36,48.2592209582903,35.0,mobile,152.944444444444,17.444444444,0.0,0.0,36.0,36.0,1.0,0,0,0,0,0,0,7.0
207953,630109,292,119191,I just finished faxing everything.,8277,0.0,0.0,47.8434215295397,33.0,34,50.8932013879964,33.0,mobile,111.029411764706,14.588235294,0.0,0.0,34.0,34.0,1.0,0,0,0,0,0,0,5.0
207954,630111,198,119191,Need anything from Target?,6321,0.0,0.0,47.4608448030375,25.0,26,50.8216161273929,25.0,mobile,112.230769230769,16.076923076,0.0,0.0,26.0,26.0,1.0,0,0,0,0,0,0,4.0
207956,630114,408,119191,Thanks for sending this.,4912,0.0,0.0,56.1889250814332,23.0,24,76.5027322404372,7.0,mobile,163.769230769231,15.0,1.0,0.0434782608695652,24.0,26.0,1.083333333,0,0,0,0,0,0,4.0
207957,630116,1308,119191,Its quite a weekend.,7630,1.0,4.76190476190476,29.8820445609436,19.0,21,31.3143798928719,19.0,mobile,116.55,17.45,0.0,0.0,20.0,20.0,1.0,0,0,0,0,0,0,4.0
207959,630121,401,119191,Rookie Kevin Dwayne will move into the starting lineup.,15432,1.0,1.81818181818182,41.9906687402799,54.0,55,44.6927374301676,54.0,mobile,74.0181818181818,16.963636363,0.0,0.0,55.0,55.0,1.0,0,0,0,0,0,0,9.0
208175,630705,1516,119266,I think I have given the gaffer a decision to make.,10130,0.0,0.0,60.4146100691017,51.0,51,83.4510485711181,64.0,mobile,92.8,14.261538461,0.0,0.0,51.0,65.0,1.274509803,0,0,0,0,0,0,11.0
208177,630709,966,119266,Could you try ringing her?,6490,0.0,0.0,46.2249614791988,25.0,26,55.5999360920275,29.0,mobile,69.5,7.7,0.0,0.0,26.0,30.0,1.153846153,0,0,0,0,0,0,5.0
208178,630711,1523,119266,Lance and I have the same chance to win.,7139,0.0,0.0,65.5553999159546,39.0,40,103.233461880748,58.0,mobile,57.5084745762712,6.728813559,0.0,0.0,40.0,59.0,1.475,0,0,0,0,0,0,9.0
208180,630713,937,119266,I'm in a meeting until noon.,5786,0.0,0.0,55.997234704459,27.0,28,82.9845313921747,38.0,mobile,65.7435897435897,7.461538461,0.0,0.0,28.0,39.0,1.392857142,0,0,0,0,0,0,7.0
208181,630714,1067,119266,I'm working on a liquidity forecast.,8108,0.0,0.0,51.8006906758757,35.0,36,64.9987103430488,42.0,mobile,97.8837209302326,8.232558139,0.0,0.0,36.0,43.0,1.194444444,0,0,0,0,0,0,7.0
208183,630717,315,119266,The Jets will try to control the ball and the clock against the Rams.,11867,0.0,0.0,68.7621134237802,68.0,69,97.5877192982456,89.0,mobile,52.6444444444444,10.255555555,0.0,0.0,69.0,90.0,1.304347826,0,0,0,0,0,0,14.0
208188,630729,397,119266,Louis defensive backs should be able to match his downfield speed.,18982,0.0,0.0,41.0915604256664,65.0,66,53.0857454942654,81.0,mobile,60.4512195121951,8.195121951,0.0,0.0,66.0,82.0,1.242424242,0,0,0,0,0,0,11.0
208190,630736,538,119266,"However, he's no better than waiver wire fodder in Fantasy Football.",19419,0.0,0.0,41.402749884134096,67.0,68,60.1487193610576,91.0,mobile,60.2934782608696,13.739130434,0.0,0.0,68.0,92.0,1.352941176,0,0,0,0,0,0,12.0
208193,630744,284,119266,"David, Cindy and Mary will each report to the Office of the Chairman.",16694,0.0,0.0,48.8798370672098,68.0,69,67.8367185959377,86.0,mobile,45.0804597701149,17.022988505,0.0,0.0,69.0,87.0,1.260869565,0,0,0,0,0,0,13.0
208195,630751,1121,119266,Let me know how I can help.,7050,0.0,0.0,44.2553191489362,26.0,27,-4.06990235804431,38.0,mobile,67.1538461538462,3053.641025641,0.0,0.0,27.0,39.0,1.444444444,0,0,0,0,0,0,7.0
208196,630753,526,119266,"Megan, we only bought this on KN for the 30th.",12528,0.0,0.0,43.1034482758621,45.0,46,61.577241627655695,57.0,mobile,45.6034482758621,24.48275862,0.0,0.0,46.0,58.0,1.260869565,0,0,0,0,0,0,10.0
208197,630758,1431,119266,We know the empire is capable.,7155,3.0,10.0,48.6373165618449,29.0,30,66.7349626811064,38.0,mobile,49.974358974359,8.256410256,0.0,0.0,30.0,39.0,1.3,0,0,0,0,0,0,6.0
208199,630761,208,119266,Tax gave us the same feedback.,7307,0.0,0.0,47.62556452716569,29.0,30,68.4736091298146,40.0,mobile,76.2682926829268,7.243902439,0.0,0.0,30.0,41.0,1.366666666,0,0,0,0,0,0,6.0
208569,631762,874,119390,We are waiting on the cold front,16304,1.0,3.03030303030303,22.8164867517174,31.0,33,27.5485512192095,37.0,mobile,152.368421052632,4.921052631,0.0,0.0,32.0,38.0,1.1875,0,0,0,0,0,0,7.0
208570,631765,207,119390,I am staying at a hotel,10116,2.0,8.33333333333333,26.0972716488731,22.0,24,32.2998704017546,27.0,mobile,253.464285714286,3.035714285,0.0,0.0,23.0,28.0,1.217391304,0,0,0,0,0,0,6.0
208571,631769,503,119390,"Thank you for participation,cooeration and support.",32545,2.0,3.77358490566038,18.4360116761407,50.0,53,23.4396800297647,63.0,mobile,145.203125,4.5625,0.0,0.0,51.0,64.0,1.25490196,0,0,0,0,0,0,7.0
208572,631775,788,119390,We can disscuss options early next week.,18865,1.0,2.5,24.8078452160085,39.0,40,31.4775160599572,49.0,mobile,71.46,3.7,0.0,0.0,40.0,50.0,1.25,0,0,0,0,0,0,7.0
208573,631778,34,119390,Can you supplement the answer to the visa question?,37448,0.0,0.0,16.0222174748985,50.0,51,20.3209418595275,63.0,mobile,112.546875,3.828125,0.0,0.0,51.0,64.0,1.25490196,0,0,0,0,0,0,9.0
208574,631783,677,119390,Jones executive vice president and chief operating officer.,37408,0.0,0.0,18.6056458511548,58.0,59,21.9632331171103,68.0,mobile,129.913043478261,3.695652173,0.0,0.0,59.0,69.0,1.169491525,0,0,0,0,0,0,8.0
208575,631787,1188,119390,Wang was to meet with clinton's national security advisor,38936,2.0,3.44827586206897,17.2590918430245,56.0,58,20.4841713221601,66.0,mobile,71.9701492537314,4.059701492,0.0,0.0,57.0,67.0,1.175438596,0,0,0,0,0,0,10.0
208577,631792,1276,119390,Wheter that package is traning ir material has yat to be determined.,42083,4.0,5.71428571428571,19.1051018225887,67.0,70,23.539543562509,82.0,mobile,116.0,3.385542168,0.0,0.0,68.0,83.0,1.220588235,0,0,0,0,0,0,12.0
208580,631797,844,119390,Are you going to call?,9041,0.0,0.0,27.8730228956974,21.0,22,34.864230640295,26.0,mobile,120.777777777778,3.407407407,0.0,0.0,22.0,27.0,1.227272727,0,0,0,0,0,0,5.0
208582,631799,533,119390,This is a major setback for the rookie,18159,1.0,2.56410256410256,24.4506856104411,37.0,39,32.0427236315087,48.0,mobile,93.3469387755102,3.734693877,0.0,0.0,38.0,49.0,1.289473684,0,0,0,0,0,0,8.0
208583,631802,61,119390,The meteor shower was incredible last night,24038,1.0,2.27272727272727,20.9668025626092,42.0,44,24.140821458508,48.0,mobile,121.183673469388,3.632653061,0.0,0.0,43.0,49.0,1.139534883,0,0,0,0,0,0,7.0
208586,631807,858,119390,How is it going?,8470,0.0,0.0,21.2514757969303,15.0,16,27.1138066357474,19.0,mobile,127.35,3.05,0.0,0.0,16.0,20.0,1.25,0,0,0,0,0,0,4.0
208587,631808,903,119390,Tell her to get my expense report done.,20392,0.0,0.0,22.361710474696,38.0,39,27.2916048650252,46.0,mobile,157.957446808511,3.531914893,0.0,0.0,39.0,47.0,1.205128205,0,0,0,0,0,0,8.0
208591,631813,335,119390,"Do not send small,unsuspectiog children to check on my progress.",44519,2.0,3.07692307692308,16.9815135110852,63.0,65,25.5244043174258,94.0,mobile,92.821052631579,3.431578947,0.0,0.0,64.0,95.0,1.484375,0,0,0,0,0,0,11.0
208596,631821,1076,119390,I'm glad you liked it.,15703,0.0,0.0,16.0478889384194,21.0,22,22.296258329062,29.0,mobile,114.1,3.166666666,0.0,0.0,22.0,30.0,1.363636363,0,0,0,0,0,0,6.0
209265,633928,1370,119706,He made his mark by campaigning against hospital fraud.,26974,0.0,0.0,24.0231333877067,54.0,55,29.0367183899217,63.0,mobile,70.6769230769231,7.615384615,1.0,0.0185185185185185,55.0,65.0,1.181818181,0,0,0,0,0,0,9.0
209271,633946,593,119706,Here's the new one.,11403,0.0,0.0,18.9423835832676,18.0,19,23.5126469540435,22.0,mobile,91.2173913043478,7.608695652,0.0,0.0,19.0,23.0,1.210526315,0,0,0,0,0,0,5.0
209273,633953,997,119706,Would you have John send me a mwssage ?,25782,2.0,5.12820512820513,17.6867582033977,38.0,39,28.3227614692433,48.0,mobile,55.5192307692308,14.346153846,2.0,0.0526315789473684,39.0,52.0,1.333333333,0,0,0,0,0,0,8.0
209276,633964,712,119706,Please let me know what days you plan on taking off.,21534,0.0,0.0,28.4201727500697,51.0,52,35.2089347404288,62.0,mobile,70.8571428571429,6.396825396,0.0,0.0,52.0,63.0,1.211538461,0,0,0,0,0,0,11.0
209280,633975,1298,119706,Travkin did not receive a specific portfolio.,21726,0.0,0.0,24.3026788180061,44.0,45,29.7780691075943,53.0,mobile,67.9259259259259,6.814814814,0.0,0.0,45.0,54.0,1.2,0,0,0,0,0,0,7.0
209290,633996,583,119706,Let me know if you can't open it.,23356,0.0,0.0,16.4411714334646,32.0,33,23.9466642478117,44.0,mobile,92.4565217391304,6.326086956,1.0,0.03125,33.0,46.0,1.393939393,0,0,0,0,0,0,9.0
