,sentence.id,sentence.id,agent.id,agent.id,wpm,wpm,lev.distance,lev.distance,gaze.shift,gaze.shift,bs,bs,immediate.bs,immediate.bs,delayed.bs,delayed.bs,gaze.keyboard.ratio,gaze.keyboard.ratio,fix.count,fix.count,finger.travel,finger.travel,iki,iki,correct.error,correct.error,uncorrected.error,uncorrected.error,fix.duration,fix.duration,chunck.length,chunck.length,error.rate,error.rate,kspc,kspc,sentence.length,sentence.length
kind of like silent fireworks>,28.0,,0.0,,22.86438466833126,,0.0,,11.0,,0.0,,0.0,,0.0,,0.8480534512446745,,37.0,,113.59362465449384,,524.8337173324775,,0.0,,0.0,,308.4670361134796,,2.4545454545454546,,0.0,,1.0,,29.0,
ladies heres the revised september purchase>,308.0,,0.0,,23.06518952858685,,0.0,,14.0,,0.0,,0.0,,0.0,,0.7227991343439113,,55.0,,141.30384979154644,,520.2645304573491,,0.0,,0.0,,322.4846664789524,,1.7826086956521738,,0.0,,1.0,,43.0,
ladies i am finished with july and everything ties>,137.0,,0.0,,22.250321320046854,,0.0,,19.0,,1.0,,1.0,,0.0,,0.7955623027179015,,70.0,,182.69623039545985,,518.9664295282382,,1.0,,0.0,,308.2077936167291,,1.6666666666666667,,0.0,,1.04,,50.0,
lance and i have the same chance to win>,1063.0,,0.0,,19.229226717127595,,0.0,,12.0,,5.0,,1.0,,1.0,,0.8636991954008711,,59.0,,181.0762719235024,,499.2400443981046,,1.0,,0.0,,306.88903752410783,,2.5294117647058822,,0.0,,1.2564102564102564,,39.0,
last week ballesteros had pars and two birdies in his final round>,1411.0,,0.0,,21.598065943968876,,1.0,,20.0,,3.0,,0.0,,1.0,,0.7879839868669525,,87.0,,241.3826563877499,,508.6527433270245,,0.0,,1.0,,314.4657396213969,,2.03125,,1.5384615384615383,,1.0769230769230769,,65.0,
last week we reported third quarter earnings>,1112.0,,0.0,,17.54589257824437,,0.0,,19.0,,10.0,,0.0,,3.0,,0.7384584362572082,,68.0,,175.79510605123042,,488.5148209590955,,1.0,,0.0,,325.2550630988204,,1.6451612903225807,,0.0,,1.4090909090909092,,44.0,
last year i made some mistakes here>,469.0,,0.0,,22.605798729537447,,0.0,,11.0,,0.0,,0.0,,0.0,,0.7927441582793259,,47.0,,132.5699618423502,,530.8372486003082,,0.0,,0.0,,317.4246066615199,,2.125,,0.0,,1.0,,35.0,
later works dealt with ethical concerns in the modern world>,399.0,,0.0,,21.209505940106418,,0.0,,16.0,,6.0,,1.0,,1.0,,0.8645431908745178,,74.0,,242.15362608340905,,471.4867016817377,,1.0,,0.0,,281.7954557871094,,3.7058823529411766,,0.0,,1.2033898305084745,,59.0,
laveranues coles will be the top receiver in his absence>,649.0,,0.0,,21.44883147075948,,0.0,,14.0,,4.0,,0.0,,1.0,,0.8110218575167834,,72.0,,210.6255514519724,,490.6130638129496,,1.0,,0.0,,309.1920408936297,,1.8461538461538465,,0.0,,1.1428571428571428,,56.0,
lavo called it never mind though>,703.0,,0.0,,22.398442110551745,,0.0,,13.0,,0.0,,0.0,,0.0,,0.7423355510860762,,46.0,,110.14233750928834,,535.7515465036242,,0.0,,0.0,,332.3465460645197,,1.6842105263157894,,0.0,,1.0,,32.0,
leaks have indicated that clinton has narrowed his choice>,23.0,,0.0,,19.236980348497944,,0.0,,25.0,,6.0,,3.0,,1.0,,0.7881988623988261,,87.0,,239.7487790558964,,516.8616364279593,,1.0,,0.0,,319.6046698602078,,2.032258064516129,,0.0,,1.2105263157894737,,57.0,
let gary smith know today if you want him>,837.0,,0.0,,20.231727022208883,,0.0,,13.0,,5.0,,1.0,,1.0,,0.8687949402494701,,58.0,,164.47860063465464,,479.0647719627791,,1.0,,0.0,,290.3100770813549,,2.625,,0.0,,1.2439024390243902,,41.0,
let me consult my partner and get back with you in the morning>,875.0,,0.0,,19.831086779696435,,2.0,,17.0,,10.0,,0.0,,1.0,,0.8462597648835408,,88.0,,224.6596042632821,,455.7005441723639,,0.0,,1.0,,286.5530375274833,,2.2758620689655173,,3.225806451612903,,1.2903225806451613,,62.0,
let me know either way>,952.0,,0.0,,17.57150213299068,,0.0,,9.0,,5.0,,0.0,,2.0,,0.8464771708728694,,35.0,,105.40758698710748,,475.97731260172384,,1.0,,0.0,,296.4107279357535,,2.363636363636364,,0.0,,1.4545454545454546,,22.0,
let me know how i can help>,971.0,,0.0,,21.95000901200904,,0.0,,10.0,,0.0,,0.0,,0.0,,0.7368849919420963,,34.0,,106.2985214181106,,546.6968142671238,,0.0,,0.0,,340.22239542171144,,2.083333333333333,,0.0,,1.0,,26.0,
let me know if i can be of help>,638.0,,0.0,,20.185757174956663,,0.0,,11.0,,3.0,,0.0,,1.0,,0.7906718659749289,,47.0,,119.37636857647904,,500.6135301395466,,1.0,,0.0,,309.25698190941426,,1.7647058823529411,,0.0,,1.1935483870967742,,31.0,
let me know if i can help>,598.0,,0.0,,18.998380022441065,,0.0,,12.0,,2.0,,0.0,,1.0,,0.7572476564732299,,42.0,,110.06081095375042,,547.4150947457322,,1.0,,0.0,,346.4029269009509,,1.5294117647058822,,0.0,,1.16,,25.0,
let me know if i miss anything>,1192.0,,0.0,,23.299955476893786,,0.0,,10.0,,0.0,,0.0,,0.0,,0.777508662531916,,38.0,,106.40148455381411,,515.0224433647619,,0.0,,0.0,,311.41101175665267,,2.3076923076923075,,0.0,,1.0,,30.0,
let me know if it doesnt go away>,817.0,,0.0,,17.617807358774826,,0.0,,13.0,,6.0,,1.0,,1.0,,0.7981397712756043,,56.0,,146.04223788433538,,499.4946204595103,,1.0,,0.0,,318.9480907977641,,1.7272727272727273,,0.0,,1.375,,32.0,
let me know if there are any other problems with this>,406.0,,0.0,,20.52553235517836,,0.0,,18.0,,3.0,,0.0,,1.0,,0.7930606261401707,,82.0,,215.9157535353625,,526.1739287982601,,1.0,,0.0,,326.7025262184368,,1.6875,,0.0,,1.1132075471698113,,53.0,
let me know if this is possible or where else i might find these>,459.0,,0.0,,20.80309656770564,,2.0,,23.0,,2.0,,0.0,,1.0,,0.8103913721371722,,90.0,,248.437053828365,,526.6774445559776,,0.0,,1.0,,328.21570293162495,,1.9696969696969695,,3.125,,1.0625,,64.0,
let me know if you cant open it>,332.0,,0.0,,19.777166862505315,,0.0,,12.0,,1.0,,1.0,,0.0,,0.7812024480910503,,51.0,,129.33682126729758,,571.0685319883132,,1.0,,0.0,,356.38887751199974,,1.380952380952381,,0.0,,1.064516129032258,,31.0,
let me know if you do not hear from them in the next couple of days>,1050.0,,0.0,,19.045833475549703,,8.0,,17.0,,12.0,,0.0,,2.0,,0.8512160698066625,,86.0,,219.00387201383788,,450.0421880949572,,0.0,,1.0,,285.1005734656053,,2.5357142857142856,,11.940298507462686,,1.2388059701492538,,67.0,
let me know if you have any problems>,919.0,,0.0,,20.59904622405061,,0.0,,11.0,,1.0,,1.0,,0.0,,0.8428151321336954,,53.0,,169.42654172676396,,552.6768210910255,,1.0,,0.0,,331.5175314636651,,2.3125,,0.0,,1.0555555555555556,,36.0,
let me know if you have any questions>,95.0,,0.0,,23.53078110739572,,0.0,,10.0,,0.0,,0.0,,0.0,,0.8613860082201616,,49.0,,139.6577349567586,,509.9703212244153,,0.0,,0.0,,294.30419254981405,,2.4,,0.0,,1.0,,37.0,
let me know if you have further questions>,589.0,,0.0,,23.131709842858545,,0.0,,14.0,,0.0,,0.0,,0.0,,0.8231725858305263,,53.0,,148.71127018029563,,518.7683954848138,,0.0,,0.0,,307.977838669585,,2.3529411764705883,,0.0,,1.0,,41.0,
let me know if you have more questions>,867.0,,0.0,,18.234479437363504,,0.0,,13.0,,7.0,,0.0,,2.0,,0.7914748573677489,,61.0,,153.96149805679573,,484.2577880864378,,1.0,,0.0,,308.5128811385678,,1.9130434782608696,,0.0,,1.368421052631579,,38.0,
let me know if you need anything else>,696.0,,0.0,,19.258349601945906,,0.0,,19.0,,4.0,,1.0,,1.0,,0.7695933864541088,,60.0,,147.2181863465836,,514.7400313710804,,1.0,,0.0,,322.6252484604406,,1.6666666666666667,,0.0,,1.2162162162162162,,37.0,
let me know if you need further information>,744.0,,0.0,,19.74037813923597,,0.0,,17.0,,4.0,,0.0,,1.0,,0.7809357050381937,,71.0,,148.66714162904825,,514.3693845288797,,1.0,,0.0,,332.81735634977275,,1.46875,,0.0,,1.186046511627907,,43.0,
let me know if you see any problems with this>,138.0,,0.0,,21.31305227022612,,0.0,,16.0,,1.0,,1.0,,0.0,,0.8040634552237288,,65.0,,189.19554356883324,,539.5754608111788,,1.0,,0.0,,326.1128889646632,,2.0,,0.0,,1.0444444444444445,,45.0,
let me know what you want to do>,199.0,,0.0,,15.033455006274345,,0.0,,14.0,,12.0,,1.0,,2.0,,0.8393466450317791,,55.0,,164.30361541520728,,456.125544944989,,1.0,,0.0,,304.0047695374078,,2.1578947368421053,,0.0,,1.7741935483870968,,31.0,
let me know when you get this>,1044.0,,0.0,,21.99574433178552,,0.0,,11.0,,0.0,,0.0,,0.0,,0.7685241363654776,,45.0,,111.08651293715948,,545.560078303833,,0.0,,0.0,,322.7540237143399,,1.7058823529411764,,0.0,,1.0,,29.0,
let me know where you might be>,1332.0,,0.0,,21.32538682904805,,8.0,,8.0,,0.0,,0.0,,0.0,,0.7553020026087691,,35.0,,87.00797310166166,,562.7096050447434,,0.0,,1.0,,353.3350466605628,,1.4666666666666666,,26.666666666666668,,0.7666666666666667,,30.0,
let me know which day is good for you>,956.0,,0.0,,18.02279597175285,,0.0,,17.0,,5.0,,1.0,,1.0,,0.7542925360363735,,63.0,,158.31587930651702,,527.1102227917003,,1.0,,0.0,,344.5379870494056,,1.6153846153846154,,0.0,,1.2702702702702702,,37.0,
let us not invite unnecessary irritants to this relationship>,1072.0,,0.0,,22.28468842788813,,0.0,,17.0,,4.0,,0.0,,1.0,,0.7979526938230317,,80.0,,194.318099176952,,476.05312887828745,,1.0,,0.0,,290.78708464547856,,2.333333333333333,,0.0,,1.1333333333333333,,60.0,
lets have this meeting today or tonight>,565.0,,0.0,,15.112727636237624,,0.0,,15.0,,20.0,,0.0,,3.0,,0.8972763026237839,,57.0,,165.5117212944873,,397.0163523368919,,1.0,,0.0,,268.59151115914403,,3.733333333333333,,0.0,,2.025641025641025,,39.0,
lets leave it until we get going>,38.0,,0.0,,22.16784792804288,,0.0,,11.0,,0.0,,0.0,,0.0,,0.758967550628586,,49.0,,112.97855382094892,,541.3245362812012,,0.0,,0.0,,328.6673624994154,,1.6,,0.0,,1.0,,32.0,
lets think out of the box>,313.0,,0.0,,16.56916377186372,,0.0,,8.0,,11.0,,0.0,,1.0,,0.9075868898027776,,33.0,,96.89657869737428,,392.2949938510308,,1.0,,0.0,,258.969257410933,,4.25,,0.0,,1.88,,25.0,
lets wait until monday>,657.0,,0.0,,22.51338881402723,,0.0,,7.0,,0.0,,0.0,,0.0,,0.7934525942490487,,33.0,,83.73392944712374,,533.0161575907781,,0.0,,0.0,,312.3876314589632,,1.8333333333333333,,0.0,,1.0,,22.0,
lisa now has everything>,678.0,,0.0,,21.37200724665912,,0.0,,6.0,,2.0,,0.0,,1.0,,0.8383063997530152,,30.0,,94.53613162514958,,481.2703910776632,,1.0,,0.0,,289.72019569327483,,1.3333333333333333,,0.0,,1.173913043478261,,23.0,
liverpool always had a knack of bringing people down to earth>,379.0,,0.0,,21.95742784665158,,0.0,,21.0,,3.0,,0.0,,1.0,,0.7931106719039065,,80.0,,229.37808004985607,,498.2904439900833,,1.0,,0.0,,305.293614218276,,2.3703703703703702,,0.0,,1.098360655737705,,61.0,
liverpool failed again in when they were beaten at wembley>,1097.0,,0.0,,20.741083112076527,,0.0,,21.0,,4.0,,1.0,,1.0,,0.8045592626766189,,83.0,,221.83213345127135,,509.4798628405153,,1.0,,0.0,,314.8101290691243,,2.0,,0.0,,1.137931034482759,,58.0,
look for him to throw for over yards and a score>,1424.0,,0.0,,17.41733033748537,,31.0,,8.0,,7.0,,1.0,,1.0,,0.7800920390216205,,29.0,,62.27324171249642,,422.2712991696795,,0.0,,1.0,,271.94631817973607,,2.1818181818181817,,64.58333333333334,,0.625,,48.0,
look for mccardell to play well this week and catch a lot of passes>,479.0,,0.0,,20.870298037914985,,9.0,,19.0,,4.0,,1.0,,1.0,,0.786339438342818,,85.0,,217.01307368128164,,506.32550430794777,,0.0,,1.0,,324.22076146311264,,1.648648648648649,,13.432835820895525,,0.9850746268656716,,67.0,
look for this trend to continue when he faces the san diego>,1181.0,,0.0,,20.61914546421722,,0.0,,17.0,,9.0,,0.0,,1.0,,0.8453515378465956,,79.0,,198.6733806714148,,447.6795241969872,,1.0,,0.0,,279.53246370549056,,2.52,,0.0,,1.305084745762712,,59.0,
looking for some gift hints from you>,636.0,,0.0,,26.457418538293464,,22.0,,4.0,,0.0,,0.0,,0.0,,0.8165024066000597,,15.0,,38.71753378658963,,453.55898885719546,,0.0,,1.0,,259.1792034993912,,3.25,,61.11111111111112,,0.3888888888888889,,36.0,
louis defensive backs should be able to match his downfield speed>,69.0,,0.0,,19.293899299270898,,6.0,,24.0,,7.0,,0.0,,2.0,,0.7690346022076286,,91.0,,238.05026911587817,,504.2904795350211,,0.0,,1.0,,314.8450353722047,,2.0303030303030303,,9.230769230769232,,1.123076923076923,,65.0,
louis despite the return of drew bledsoe>,1036.0,,0.0,,21.31263083816511,,0.0,,12.0,,2.0,,0.0,,1.0,,0.7527416647234049,,54.0,,149.46538178871145,,512.9978282059254,,1.0,,0.0,,316.612748258751,,1.9047619047619049,,0.0,,1.1,,40.0,
louis featured back this weekend against the n>,94.0,,0.0,,23.029354692698444,,0.0,,12.0,,1.0,,1.0,,0.0,,0.8058381655538732,,58.0,,165.1931318143279,,499.8057581388511,,1.0,,0.0,,294.96170899461214,,2.7058823529411766,,0.0,,1.0434782608695652,,46.0,
louis posting five catches for yards and two scores>,1279.0,,0.0,,22.366002713766058,,0.0,,20.0,,1.0,,1.0,,0.0,,0.7973350579337368,,75.0,,176.19751211385395,,516.6571650482374,,1.0,,0.0,,307.7526970329541,,1.793103448275862,,0.0,,1.03921568627451,,51.0,
lusinchi is currently in boston ma according to his attorney>,1193.0,,0.0,,22.67194370221171,,0.0,,24.0,,0.0,,0.0,,0.0,,0.7813325457790242,,85.0,,197.7037556448832,,529.2885408333722,,0.0,,0.0,,326.89407711957983,,1.818181818181818,,0.0,,1.0,,60.0,
lynn checked with fran and she told her coordinator>,150.0,,0.0,,22.96464819042305,,0.0,,14.0,,0.0,,0.0,,0.0,,0.7885918367335142,,68.0,,180.60942332041904,,522.5422963372182,,0.0,,0.0,,319.41935970507416,,2.04,,0.0,,1.0,,51.0,
lynn got to the office ok>,665.0,,0.0,,16.061508755863024,,0.0,,10.0,,9.0,,0.0,,2.0,,0.8149405453866685,,43.0,,109.98729467243083,,462.50769722114273,,1.0,,0.0,,311.53552188591067,,2.0625,,0.0,,1.64,,25.0,
make sure they are current>,1204.0,,0.0,,22.553966143604107,,0.0,,8.0,,0.0,,0.0,,0.0,,0.7789527815362871,,36.0,,91.90437316495148,,532.0571966630793,,0.0,,0.0,,327.8267818274378,,1.4285714285714286,,0.0,,1.0,,26.0,
man i dont want to get sick again>,1300.0,,0.0,,24.537471312125387,,0.0,,7.0,,0.0,,0.0,,0.0,,0.9016881666091616,,41.0,,124.35636854639073,,489.04794823214337,,0.0,,0.0,,269.93604501565284,,3.375,,0.0,,1.0,,33.0,
mansell has not forgotten what the ovals have meant to him however>,604.0,,0.0,,16.82991644202272,,10.0,,19.0,,18.0,,1.0,,3.0,,0.8572633228135205,,82.0,,239.8823996030552,,437.0098173103865,,0.0,,1.0,,289.30200368059366,,2.88,,15.151515151515152,,1.393939393939394,,66.0,
mansell went on to five indycar triumphs>,966.0,,0.0,,21.012591237391604,,0.0,,15.0,,1.0,,1.0,,0.0,,0.7844858795617565,,61.0,,149.35264465196178,,544.5240111441207,,1.0,,0.0,,333.7984574826543,,1.7826086956521738,,0.0,,1.05,,40.0,
many earlier ceasefire accords have been broken>,936.0,,0.0,,22.69942320966559,,0.0,,14.0,,2.0,,0.0,,1.0,,0.8104949572900267,,54.0,,167.91220629527723,,487.98257887920414,,1.0,,0.0,,307.3384316106606,,2.611111111111111,,0.0,,1.0851063829787233,,47.0,
many townspeople who had gathered earlier on the main road>,531.0,,0.0,,17.953331822541358,,4.0,,25.0,,6.0,,1.0,,2.0,,0.7809011589105298,,93.0,,256.7251588979967,,548.6862475459058,,0.0,,1.0,,354.77120495152053,,1.564102564102564,,6.896551724137931,,1.137931034482759,,58.0,
marisa sent the invoices>,196.0,,0.0,,19.666017139795407,,0.0,,9.0,,3.0,,0.0,,1.0,,0.7514053431384256,,35.0,,93.7112838741468,,492.08842268604815,,1.0,,0.0,,308.8785284294548,,2.0,,0.0,,1.25,,24.0,
mark please take a look and let me know if you have any questions>,1388.0,,0.0,,17.034601051637612,,11.0,,23.0,,13.0,,2.0,,4.0,,0.8124576623826416,,92.0,,259.2427202772474,,490.4388634885985,,0.0,,1.0,,308.2278690101972,,1.9411764705882355,,16.923076923076923,,1.2,,65.0,
mark susan said to go ahead and expense the cell phones>,423.0,,0.0,,20.175291868206017,,0.0,,17.0,,6.0,,0.0,,2.0,,0.8360322530505603,,73.0,,234.55358765628176,,489.8245341743949,,1.0,,0.0,,306.200244568126,,2.8095238095238093,,0.0,,1.2181818181818185,,55.0,
market analysts said that the ratio was rising>,455.0,,0.0,,19.790142364735846,,0.0,,12.0,,7.0,,0.0,,1.0,,0.8709417165294258,,67.0,,186.28478522440173,,467.1973282930789,,1.0,,0.0,,292.4387977589387,,2.363636363636364,,0.0,,1.3043478260869563,,46.0,
martha stewart will not be dining with us this thanksgiving>,557.0,,0.0,,20.645860802886855,,0.0,,20.0,,4.0,,1.0,,1.0,,0.7989393571124271,,91.0,,210.5927578770709,,512.8502703378259,,1.0,,0.0,,316.7686011706237,,1.7714285714285714,,0.0,,1.1355932203389831,,59.0,
maybe stuff we do more of next year>,1133.0,,0.0,,22.977459102513293,,0.0,,14.0,,0.0,,0.0,,0.0,,0.7865910458209278,,50.0,,114.566156104673,,522.2509567512376,,0.0,,0.0,,312.83932119624666,,1.7894736842105263,,0.0,,1.0,,35.0,
maybe traffic will be light on thursday>,1126.0,,0.0,,24.014309434974837,,0.0,,12.0,,0.0,,0.0,,0.0,,0.7907361228315454,,48.0,,116.55565934521184,,499.7020644084399,,0.0,,0.0,,305.2311393579996,,2.1666666666666665,,0.0,,1.0,,39.0,
maybe you can leave early>,19.0,,0.0,,24.250407538989396,,0.0,,6.0,,0.0,,0.0,,0.0,,0.8082105627564358,,30.0,,95.2301227479568,,494.8370447262218,,0.0,,0.0,,277.2446480018429,,3.571428571428572,,0.0,,1.0,,25.0,
megan im a little too quick for myself>,1009.0,,0.0,,20.797700064305403,,0.0,,13.0,,3.0,,0.0,,1.0,,0.8034972054421721,,53.0,,153.09646984831792,,500.0552930296977,,1.0,,0.0,,307.62958620808274,,2.294117647058824,,0.0,,1.1578947368421053,,38.0,
megan im not sure why this is showing up>,1353.0,,0.0,,23.116559314758927,,0.0,,15.0,,0.0,,0.0,,0.0,,0.8304841758195023,,55.0,,140.99572162502082,,519.1083948353212,,0.0,,0.0,,303.93091585430545,,2.3529411764705883,,0.0,,1.0,,40.0,
megan try this for phillips>,1096.0,,0.0,,18.577548106469138,,0.0,,7.0,,6.0,,0.0,,2.0,,0.8710891965651063,,39.0,,118.11096412507024,,452.1586999457115,,1.0,,0.0,,279.13111568040205,,2.5454545454545454,,0.0,,1.4444444444444444,,27.0,
megan we only bought this on kn for the th>,863.0,,0.0,,21.162932068878305,,0.0,,16.0,,2.0,,0.0,,1.0,,0.7661266481153107,,62.0,,146.56343255708825,,518.7713766940813,,1.0,,0.0,,317.5026192459293,,1.7391304347826086,,0.0,,1.0952380952380951,,42.0,
met with partners in san francisco>,1403.0,,0.0,,23.01103700627121,,0.0,,12.0,,0.0,,0.0,,0.0,,0.8139638596726239,,46.0,,123.4799607540706,,521.4888836487305,,0.0,,0.0,,309.89156231105085,,2.1333333333333333,,0.0,,1.0,,34.0,
miami has a bye so mcknight is obviously not an option>,775.0,,0.0,,23.433738109967454,,0.0,,16.0,,0.0,,0.0,,0.0,,0.7868816779354083,,69.0,,181.37683216670715,,512.0821929342909,,0.0,,0.0,,308.07471681020644,,2.260869565217391,,0.0,,1.0,,54.0,
michael said his day was rotten>,319.0,,0.0,,24.487643261721672,,0.0,,10.0,,0.0,,0.0,,0.0,,0.793946932187458,,38.0,,102.82024424030304,,490.0430748580053,,0.0,,0.0,,288.74729654255503,,2.583333333333333,,0.0,,1.0,,31.0,
michael was great this am>,1146.0,,0.0,,21.249280333262234,,0.0,,9.0,,1.0,,1.0,,0.0,,0.7718520339194784,,38.0,,96.2076829001475,,524.3875071578233,,1.0,,0.0,,316.32769224515414,,1.7857142857142858,,0.0,,1.08,,25.0,
might include proposals with respect to alaska>,1263.0,,0.0,,23.832669907489525,,0.0,,11.0,,0.0,,0.0,,0.0,,0.875695462286739,,49.0,,185.6065206516748,,503.5105192401857,,0.0,,0.0,,303.620202916467,,3.230769230769231,,0.0,,1.0,,46.0,
mike anderson will retain the starting job for now>,1239.0,,0.0,,23.42303272544062,,0.0,,18.0,,0.0,,0.0,,0.0,,0.7483848993496776,,68.0,,159.53814862585355,,512.3162376393026,,0.0,,0.0,,306.85091623352247,,1.807692307692308,,0.0,,1.0,,50.0,
mike are you aware of this>,701.0,,0.0,,22.93633551979517,,0.0,,8.0,,0.0,,0.0,,0.0,,0.7652271711804746,,35.0,,88.89541229814591,,523.1873238706079,,0.0,,0.0,,318.9728245510013,,1.7857142857142858,,0.0,,1.0,,26.0,
mike got himself a bamboo needle>,1090.0,,0.0,,21.98198956099354,,0.0,,8.0,,0.0,,0.0,,0.0,,0.7288732079963914,,46.0,,119.0215214147137,,545.9014511267753,,0.0,,0.0,,341.4403275435185,,1.5789473684210529,,0.0,,1.0,,32.0,
mike is putting pressure on me>,1284.0,,0.0,,23.99384961655764,,0.0,,9.0,,0.0,,0.0,,0.0,,0.8218885163925219,,36.0,,98.94107181803558,,500.128165832925,,0.0,,0.0,,296.2626863675329,,2.4166666666666665,,0.0,,1.0,,30.0,
mikey is invited also>,880.0,,0.0,,17.3518973065931,,0.0,,10.0,,4.0,,0.0,,1.0,,0.7789773392141682,,40.0,,90.92629502662928,,507.1491517331834,,1.0,,0.0,,329.5815506608568,,1.3888888888888888,,0.0,,1.380952380952381,,21.0,
miller might have to wait until sunday>,685.0,,0.0,,21.237562890917918,,0.0,,15.0,,2.0,,0.0,,1.0,,0.7875852210576418,,58.0,,139.5220951526295,,512.4750417990239,,1.0,,0.0,,307.7602039030265,,1.761904761904762,,0.0,,1.105263157894737,,38.0,
milly is a seller>,979.0,,0.0,,18.747247053087325,,0.0,,6.0,,3.0,,0.0,,1.0,,0.8755618276670487,,23.0,,86.47855441140486,,480.07048578995847,,1.0,,0.0,,308.6731341387506,,1.8571428571428568,,0.0,,1.3529411764705883,,17.0,
mixed signals from aps today>,968.0,,0.0,,18.68051347546824,,0.0,,14.0,,2.0,,0.0,,1.0,,0.7875686029466539,,50.0,,126.74207829977814,,564.5163105020172,,1.0,,0.0,,356.692371000679,,1.380952380952381,,0.0,,1.1428571428571428,,28.0,
mixed signals from washington had convinced china>,152.0,,0.0,,20.67959668411817,,0.0,,18.0,,4.0,,0.0,,2.0,,0.7574615230396894,,68.0,,179.25417562296465,,500.24319836719417,,1.0,,0.0,,306.36764782752545,,2.0,,0.0,,1.163265306122449,,49.0,
mochrie remained steady in the face of the upheaval>,1445.0,,0.0,,22.59774893419057,,0.0,,15.0,,1.0,,1.0,,0.0,,0.8336656939558682,,71.0,,184.7933287962881,,511.3587016657182,,1.0,,0.0,,303.5255474546219,,2.260869565217391,,0.0,,1.03921568627451,,51.0,
mom that sounds fine to me>,1257.0,,0.0,,20.013480441587383,,0.0,,12.0,,1.0,,1.0,,0.0,,0.7626091333881676,,46.0,,102.90320242621269,,558.2444205900102,,1.0,,0.0,,332.4574204044976,,1.5,,0.0,,1.0769230769230769,,26.0,
money wise that is>,1092.0,,0.0,,20.664797498884177,,0.0,,9.0,,0.0,,0.0,,0.0,,0.7527805139808806,,32.0,,69.67047462168858,,580.6976816805466,,0.0,,0.0,,352.2740901156393,,1.2857142857142858,,0.0,,1.0,,18.0,
monitor his progress over the next few weeks>,129.0,,0.0,,23.312284439206387,,0.0,,15.0,,0.0,,0.0,,0.0,,0.8103310880461445,,58.0,,148.4389650536593,,514.7500679864094,,0.0,,0.0,,305.527286045502,,2.2,,0.0,,1.0,,44.0,
montpellier won the cup at their first attempt>,1306.0,,0.0,,19.19511732241729,,0.0,,21.0,,5.0,,1.0,,1.0,,0.7779732163128684,,77.0,,174.0413214043694,,515.4819674141588,,1.0,,0.0,,328.3665285879534,,1.59375,,0.0,,1.2173913043478262,,46.0,
more jobs are to be eliminated this financial year>,59.0,,0.0,,21.87849918604631,,0.0,,19.0,,0.0,,0.0,,0.0,,0.7482418556209639,,73.0,,174.87271577853122,,548.4836915894748,,0.0,,0.0,,341.4801311474353,,1.6129032258064515,,0.0,,1.0,,50.0,
more than million landmines lie unexploded in at least countries>,1237.0,,0.0,,24.09530887108524,,0.0,,13.0,,0.0,,0.0,,0.0,,0.7970920751745504,,79.0,,209.60188703214507,,498.0222525555667,,0.0,,0.0,,294.08799499898555,,2.16,,0.0,,1.0,,64.0,
moreover we have the feeling that we are finally in our own country>,470.0,,0.0,,23.35781846020236,,0.0,,20.0,,0.0,,0.0,,0.0,,0.7637484284195326,,87.0,,222.39328705611203,,513.7466078198144,,0.0,,0.0,,311.9631318775451,,2.1,,0.0,,1.0,,67.0,
most contenders here use his fordcosworth engines>,548.0,,0.0,,19.21417138601959,,0.0,,18.0,,7.0,,0.0,,2.0,,0.780255891874422,,73.0,,187.75740082031052,,487.9211188269789,,1.0,,0.0,,312.323710913165,,1.9310344827586208,,0.0,,1.2857142857142858,,49.0,
most recent surveys put them in a dead heat>,359.0,,0.0,,21.843667319969043,,0.0,,17.0,,0.0,,0.0,,0.0,,0.738561265106157,,69.0,,146.3154327235594,,549.3583025332857,,0.0,,0.0,,331.780188818947,,1.5357142857142858,,0.0,,1.0,,43.0,
mostly a social call>,434.0,,0.0,,22.44069128455167,,0.0,,6.0,,0.0,,0.0,,0.0,,0.8118440486461107,,28.0,,84.38261830107265,,534.742885049218,,0.0,,0.0,,323.7512733491947,,1.7777777777777777,,0.0,,1.0,,20.0,
mr rao go to washington but go with dignity>,515.0,,0.0,,19.283046705722423,,0.0,,19.0,,5.0,,1.0,,2.0,,0.7681298967764784,,69.0,,156.24051834137268,,507.0660216197128,,1.0,,0.0,,312.3881140523303,,1.5769230769230769,,0.0,,1.2325581395348837,,43.0,
much better than carrying a laptop>,1442.0,,0.0,,25.74440735775069,,0.0,,6.0,,0.0,,0.0,,0.0,,0.8493891805016944,,39.0,,109.86535993363312,,466.1206542160794,,0.0,,0.0,,265.922838426778,,3.1,,0.0,,1.0,,34.0,
my comments are in fuschia>,1236.0,,0.0,,20.64000994909796,,0.0,,10.0,,2.0,,0.0,,1.0,,0.8043352007102632,,38.0,,98.49803145207687,,506.3763500599756,,1.0,,0.0,,305.98836150142364,,2.076923076923077,,0.0,,1.1538461538461535,,26.0,
my husband and i are on a waiting list to give blood>,1343.0,,0.0,,20.51841351423957,,0.0,,19.0,,5.0,,0.0,,1.0,,0.8285655726764256,,75.0,,198.07790481574293,,492.0087066298816,,1.0,,0.0,,304.8624877891963,,2.0,,0.0,,1.1923076923076923,,52.0,
